G_AZC_RS00005	1.607448283	1.647407862
G_AZC_RS00010	0.433460145	0.419474459
G_AZC_RS00015	2.565684654	2.652300728
G_AZC_RS00020	2.072467259	1.850591295
G_AZC_RS00025	1.663838917	1.677505049
G_AZC_RS00030	2.746373487	3.111243068
G_AZC_RS00035	0.104549971	0.236799404
G_AZC_RS00040	4.4010401	4.308352572
G_AZC_RS00045	0.346753785	0.313424051
G_AZC_RS00050	0.464109026	0.473947219
G_AZC_RS00055	0.097940519	0.114805925
G_AZC_RS00060	0.081292203	0.083359744
G_AZC_RS00065	1.446442626	1.670694897
G_AZC_RS00070	0.050285025	0.021431177
G_AZC_RS00075	0.624442089	0.657815148
G_AZC_RS00080	7.415785459	6.395919824
G_AZC_RS00085	3.700280229	3.280380976
G_AZC_RS00090	0.260697363	0.251402065
G_AZC_RS00095	0.196231057	0.185967624
G_AZC_RS00100	0.408621653	0.409874966
G_AZC_RS00105	0.227714163	0.223443575
G_AZC_RS00110	0.423825475	0.464180078
G_AZC_RS00115	1.490361548	1.502367014
G_AZC_RS00120	1.039897136	1.107751797
G_AZC_RS00125	3.566267801	3.440804442
G_AZC_RS00130	4.737645575	4.271030244
G_AZC_RS00135	0.876960229	0.915222384
G_AZC_RS00140	2.075659384	1.984393427
G_AZC_RS00145	0.112298649	0.116033689
G_AZC_RS00150	1.396715066	1.469770173
G_AZC_RS00155	4.606725002	4.526889675
G_AZC_RS00160	4.68520271	4.125023522
G_AZC_RS00165	2.08387291	3.062504852
G_AZC_RS00170	0.14218178	0.128786856
G_AZC_RS00175	1.181807375	1.036473916
G_AZC_RS00180	0.650473106	0.502126673
G_AZC_RS00185	3.062726254	2.9045395
G_AZC_RS00190	1.855704508	1.941292896
G_AZC_RS00195	3.41087309	3.2955111
G_AZC_RS00200	0.156288877	0.12880403
G_AZC_RS00205	0.101941046	0.106080439
G_AZC_RS00210	0.45202646	0.588380582
G_AZC_RS00215	0.144664852	0.187707805
G_AZC_RS00220	0.676532169	0.700749674
G_AZC_RS00225	1.26162839	1.48473929
G_AZC_RS00230	2.020294033	1.935489453
G_AZC_RS00240	0.48005086	0.694888995
G_AZC_RS00245	1.208659523	1.255455217
G_AZC_RS00250	0.175643188	0.124564126
G_AZC_RS00255	0.08434421	0.059988823
G_AZC_RS00260	0.270336762	0.292074597
G_AZC_RS00265	1.840032492	1.885015131
G_AZC_RS00270	0.433395811	0.408173582
G_AZC_RS00280	0.412764027	0.435312894
G_AZC_RS00285	0.484536261	0.398217612
G_AZC_RS00290	0.581697215	0.61849131
G_AZC_RS00300	1.694918647	1.714345835
G_AZC_RS00310	4.463550282	4.56639468
G_AZC_RS00315	0.194874898	0.180200266
G_AZC_RS00320	0.073060729	0.077928145
G_AZC_RS00325	2.829150991	2.765882666
G_AZC_RS00330	3.235394219	2.955984704
G_AZC_RS00335	2.254569712	3.131087754
G_AZC_RS00340	4.562298963	4.496622166
G_AZC_RS00345	5.365037344	5.462531235
G_AZC_RS00350	4.069001516	5.07738087
G_AZC_RS00355	2.61164942	2.425179262
G_AZC_RS00360	3.470767048	3.797153742
G_AZC_RS00365	0.749261117	0.612520829
G_AZC_RS00370	1.087640977	1.130611558
G_AZC_RS00375	1.411527913	1.443015248
G_AZC_RS00380	0.193319156	0.189947838
G_AZC_RS00385	0.026568527	0.018254477
G_AZC_RS00390	0.111054478	0.110332487
G_AZC_RS00395	1.305638156	1.368236161
G_AZC_RS00400	0.416206822	0.442155889
G_AZC_RS00405	0.558191531	0.509700768
G_AZC_RS00410	1.637441028	1.656150956
G_AZC_RS00415	0.376352328	0.354770825
G_AZC_RS00420	3.266911885	2.886347361
G_AZC_RS00425	1.162353455	1.169916182
G_AZC_RS00435	0.91136882	0.873577646
G_AZC_RS00440	2.513271254	2.241271578
G_AZC_RS00445	0.695767201	0.642029886
G_AZC_RS00450	0.183212212	0.195207577
G_AZC_RS00455	1.649675594	1.560852481
G_AZC_RS00460	3.091506922	2.49203239
G_AZC_RS00465	1.643988468	1.834366294
G_AZC_RS00470	1.771146672	1.713488952
G_AZC_RS00480	1.334243365	1.201193754
G_AZC_RS00485	0.321728287	0.315907743
G_AZC_RS00490	1.424111637	1.650160708
G_AZC_RS00495	1.191697392	1.013322197
G_AZC_RS00500	2.141877839	1.93428982
G_AZC_RS00505	1.554898477	1.539415284
G_AZC_RS00510	1.541040424	1.444599376
G_AZC_RS00515	1.90302042	1.938175325
G_AZC_RS00520	1.940126566	1.950792914
G_AZC_RS00525	0.369217048	0.374404514
G_AZC_RS00530	1.392523531	1.306743454
G_AZC_RS00535	2.072928265	2.04861989
G_AZC_RS00540	4.537420909	4.643610024
G_AZC_RS00545	0.794744893	0.784934566
G_AZC_RS00550	0.012062554	0.009201564
G_AZC_RS00555	0.046151188	0.108791414
G_AZC_RS00560	0.435361675	0.514852994
G_AZC_RS00565	2.653192133	2.337029051
G_AZC_RS00570	2.714007661	2.53015768
G_AZC_RS00575	1.592040481	1.678831009
G_AZC_RS00580	5.589722532	4.73122827
G_AZC_RS00590	4.613964686	4.635790449
G_AZC_RS00595	5.040458804	5.450398572
G_AZC_RS00600	6.374992347	6.148806182
G_AZC_RS00605	6.096075176	6.602700072
G_AZC_RS00610	7.484503862	6.848268151
G_AZC_RS00615	7.734246984	7.182339809
