G_AZC_RS19210	0.325858341	0.274348527	0.280732593
G_AZC_RS15860	1.416577068	0.997737719	0.865338339
G_AZC_RS15865	0.782280813	0.925644891	0.961764089
G_AZC_RS17070	0.941901496	1.339035235	0.91751385
G_AZC_RS05245	1.131656472	1.542711247	1.109328981
G_AZC_RS22880	0.458465322	0.327517211	0.400001379
G_AZC_RS20730	1.737821048	1.495903535	2.733872631
G_AZC_RS02545	1.753895872	1.599445619	1.475545753
G_AZC_RS00285	1.49215303	1.206600152	1.591828411
G_AZC_RS03585	0.696995599	0.748933874	0.878469644
G_AZC_RS20655	0.652883044	1.127130021	0.573428535
G_AZC_RS01695	0.375945029	0.358585062	0.347505099
G_AZC_RS03805	0.639438035	0.615161049	0.74665439
G_AZC_RS01600	1.334124079	1.149028947	1.170516994
G_AZC_RS20175	0.619984862	0.688214825	0.600611974
G_AZC_RS23015	0.348784544	0.513128496	0.31241596
G_AZC_RS09065	0.760071497	0.783859586	0.787114761
G_AZC_RS00020	0.740720039	1.00678664	1.197400906
G_AZC_RS07480	0.296444819	0.246365547	0.234856884
G_AZC_RS12065	1.407106384	1.322876893	1.688616115
G_AZC_RS23010	1.484084485	1.070603219	1.301096511
G_AZC_RS07450	1.025135545	1.29743025	1.528391437
G_AZC_RS15855	3.348606686	3.796112083	3.208988083
G_AZC_RS19225	1.464053926	1.426593234	0.996870355
G_AZC_RS23050	1.446207129	0.945046886	1.085100119
G_AZC_RS20075	0.93251543	0.607519758	0.716138273
G_AZC_RS12035	0.782055178	1.145130847	0.798866438
G_AZC_RS00025	1.413158226	1.070542103	1.485156098
G_AZC_RS04710	0.656105668	0.697833536	0.562816796
G_AZC_RS09295	1.970966458	2.174845058	1.692421742
G_AZC_RS14305	1.413060774	0.932085728	1.110434489
G_AZC_RS01075	0.849055465	0.876105886	0.899171505
G_AZC_RS02805	0.704015527	0.902527517	0.650151902
G_AZC_RS19115	0.533119894	1.054068713	0.72861486
G_AZC_RS12765	0.313235844	0.311443678	0.344625875
G_AZC_RS22595	0.40050849	0.523011754	0.368941749
G_AZC_RS22010	0.531707857	0.650079293	0.518513274
G_AZC_RS03615	0.562633745	0.710349458	0.557863913
G_AZC_RS08815	0.277498618	0.36340537	0.364446691
G_AZC_RS12545	1.52225331	1.244631951	1.515554411
G_AZC_RS15795	0.691425347	0.699655614	0.727898693
G_AZC_RS04605	1.310193653	1.169218276	1.138473526
G_AZC_RS00815	1.127889494	0.79733334	0.99345779
G_AZC_RS22145	0.697901514	0.625019229	0.719155984
G_AZC_RS23065	0.750184136	0.736540208	0.69208001
G_AZC_RS23080	0.999349002	1.23751197	1.221637498
G_AZC_RS16245	3.237729877	2.91744194	3.314215285
G_AZC_RS23055	1.219920522	0.943329287	1.027784185
G_AZC_RS16080	0.311715928	0.392694751	0.431169372
G_AZC_RS16085	0.769746001	0.571469443	0.794526026
G_AZC_RS21480	0.673806208	0.66065165	0.755048404
G_AZC_RS17975	0.605890187	0.517243292	0.545957227
G_AZC_RS23615	1.102439513	1.68410467	1.496077314
G_AZC_RS01835	0.840995923	0.979664111	0.874740176
G_AZC_RS08280	0.745425456	0.682709233	0.735444446
G_AZC_RS20380	1.03123504	0.722904834	0.954915706
G_AZC_RS15935	0.446239768	0.590395789	0.626432939
G_AZC_RS04670	0.306168165	0.506028605	0.419462061
G_AZC_RS15810	0.873188877	1.387907674	0.972946144
G_AZC_RS00680	0.727178624	0.557582578	0.737880369
G_AZC_RS01545	1.138357513	0.8965127	0.578196098
G_AZC_RS23865	1.668257404	1.81508428	1.951797604
G_AZC_RS23020	1.534822166	1.337605021	1.363472139
G_AZC_RS04780	2.406550416	1.469651531	2.128049244
G_AZC_RS10810	0.33222213	0.39488368	0.31600238
G_AZC_RS14830	0.289575842	0.462737329	0.694982943
G_AZC_RS18000	0.86888594	0.857477243	0.891732751
G_AZC_RS17995	0.529003402	0.471993242	0.650512082
G_AZC_RS17990	0.647869075	0.506875471	0.640191959
G_AZC_RS22255	1.248198671	0.965668979	1.39813479
G_AZC_RS00075	1.732491203	1.22375694	2.527769508
G_AZC_RS11290	0.855058473	0.748181772	0.740081216
G_AZC_RS20625	1.547849444	1.09555708	1.367863876
G_AZC_RS14905	0.163245282	0.085218607	0.196431978
G_AZC_RS16985	1.818676112	1.56948318	1.434816932
G_AZC_RS10545	0.187645871	0.175063181	0.135490769
G_AZC_RS20260	0.722511646	1.060375622	0.792961948
G_AZC_RS03905	0.417354059	0.22271076	0.287206764
G_AZC_RS06015	0.927586404	0.802810186	0.859366207
G_AZC_RS06020	0.608173381	0.519177237	0.688906556
G_AZC_RS06030	1.298930319	0.730392658	0.980832622
G_AZC_RS06025	0.888549075	0.891876042	1.095804564
G_AZC_RS13650	0.427354177	0.643052612	0.686900727
G_AZC_RS13645	0.527421244	0.535465612	0.576669698
G_AZC_RS22780	0.964745835	1.082744428	0.923601343
G_AZC_RS10540	0.218862345	0.197948041	0.113925357
G_AZC_RS13640	0.485087479	0.523883127	0.573855444
G_AZC_RS02580	0.541215986	1.071557916	0.413396027
G_AZC_RS12770	0.591244308	0.573375002	0.49855859
G_AZC_RS21215	2.432290966	3.045823008	2.796820521
G_AZC_RS04790	1.081823006	1.00254339	1.334483745
G_AZC_RS02375	1.060342918	0.923527332	1.303205003
G_AZC_RS02385	0.764674432	0.606842635	0.932744992
G_AZC_RS18730	1.550898948	1.639517851	2.41749717
G_AZC_RS02380	0.693506256	0.722045807	0.81963406
G_AZC_RS22210	0.618710824	0.862122398	0.704254982
G_AZC_RS08240	3.433574169	4.690116554	4.432254266
G_AZC_RS02355	2.384107784	1.695500687	1.691958585
G_AZC_RS20835	0.869102704	0.675796056	0.662307148
G_AZC_RS06165	1.030608975	0.910016485	0.996947037
G_AZC_RS08320	0.660571643	0.627968653	0.587634591
G_AZC_RS07155	1.199921283	1.718684925	1.215234102
G_AZC_RS21300	0.898719774	0.966042913	0.932869183
G_AZC_RS05450	0.731531177	0.601233584	0.619777829
G_AZC_RS02550	0.321514084	0.408087548	0.353078348
G_AZC_RS18705	0.79586734	0.831728933	0.780840624
G_AZC_RS17495	0.214491547	0.316735986	0.255161873
G_AZC_RS18700	1.040242202	1.106463562	1.118596652
G_AZC_RS16575	3.246265989	2.434762446	1.825665905
G_AZC_RS12310	1.54463699	1.914728329	1.887772558
G_AZC_RS11430	0.961084497	0.990828965	0.952476914
G_AZC_RS11435	0.525431583	0.627892341	0.611022105
G_AZC_RS11425	0.557820945	0.716673284	0.694249507
G_AZC_RS11420	0.705796379	0.74181917	0.735263091
G_AZC_RS05215	1.053949809	0.850896486	1.019245259
G_AZC_RS05225	1.172159815	1.040129311	0.97504236
G_AZC_RS20775	0.510118719	0.482054393	0.581238087
G_AZC_RS21390	0.840690847	1.23311814	0.914513887
G_AZC_RS20810	2.433445157	1.851422618	1.717049131
G_AZC_RS11255	0.504042542	0.57253682	0.551297979
G_AZC_RS02560	0.513763074	0.486960275	0.600849185
G_AZC_RS13320	0.970017448	0.830484529	1.053133159
G_AZC_RS18520	0.99591645	0.797270137	1.114969862
G_AZC_RS11590	1.065644262	1.611429244	1.365393702
G_AZC_RS07555	2.598640149	3.175931959	3.006011468
G_AZC_RS06520	0.257622148	0.380712249	0.223736069
G_AZC_RS09465	2.205851723	1.972350958	2.028475497
G_AZC_RS05045	2.216998445	0.968666216	0.859144903
G_AZC_RS07285	0.825234388	0.892846269	0.973240759
G_AZC_RS22980	1.122717924	1.059386811	1.12217366
G_AZC_RS13305	0.967235763	1.159788683	1.191275476
G_AZC_RS09385	1.980129743	1.951895365	1.882797366
G_AZC_RS00490	0.475539532	0.586167814	0.460305301
G_AZC_RS06505	0.581911177	0.736738375	0.78200059
G_AZC_RS06500	0.27703087	0.426425175	0.238364407
G_AZC_RS21400	0.81911005	1.257579003	0.946206164
G_AZC_RS17890	0.235038594	0.19239009	0.184095253
G_AZC_RS17895	1.321584387	0.762067794	0.852381026
G_AZC_RS09500	0.812498701	0.720716572	0.956699319
G_AZC_RS09490	0.615478876	0.65803697	1.004146115
G_AZC_RS15825	0.932707815	0.981000697	1.153798486
G_AZC_RS00800	2.518337486	1.830432417	1.752577785
G_AZC_RS23765	0.446306581	0.444287579	0.520925374
G_AZC_RS14745	1.092342186	1.236396173	1.520964618
G_AZC_RS21335	1.070397865	1.010398046	1.047142091
G_AZC_RS21340	0.683913269	0.759632381	0.708912315
G_AZC_RS11550	0.425974011	0.587585892	0.598042535
G_AZC_RS11545	0.682668918	1.112204542	0.979095939
G_AZC_RS11540	2.281499172	1.484944347	1.87283684
G_AZC_RS24065	2.046660588	1.332541029	2.413700879
G_AZC_RS02715	1.131363866	1.264831974	0.989553568
G_AZC_RS12350	0.500294853	0.41000399	0.457157686
G_AZC_RS11535	1.111339494	1.097075462	1.217850619
G_AZC_RS11580	0.503955139	0.422282157	0.522544709
G_AZC_RS23930	0.83174557	0.840656601	0.830185251
G_AZC_RS20415	1.842413547	2.023180347	2.445063906
G_AZC_RS21225	0.758321313	1.067849873	0.993002156
G_AZC_RS21220	2.826788976	1.957053825	2.316106946
G_AZC_RS04885	1.34464664	1.961647175	1.352153143
G_AZC_RS17380	1.44635872	1.175567737	0.929478233
G_AZC_RS01445	0.797612039	0.605747871	0.943089601
G_AZC_RS04825	1.295427423	1.950088912	1.861488241
G_AZC_RS08870	0.729696435	0.496805103	0.821545164
G_AZC_RS01530	0.383792689	0.3226845	0.307847274
G_AZC_RS05040	0.504614951	0.408065194	0.160554276
G_AZC_RS14315	1.173516437	1.130673035	1.208045454
G_AZC_RS17205	1.482249548	1.316108684	1.596825326
G_AZC_RS09155	0.663024255	0.782124677	0.739104407
G_AZC_RS09150	0.217761392	0.186066034	0.184803448
G_AZC_RS09180	1.124651454	1.464893161	1.105788204
G_AZC_RS09170	1.293808522	1.111979586	1.324288098
G_AZC_RS09175	1.038726991	1.659374277	1.38109027
G_AZC_RS09165	0.578244017	0.73814525	0.646919108
G_AZC_RS05210	3.80110643	3.016864676	3.360091668
G_AZC_RS04010	0.50399961	0.47548206	0.522315969
G_AZC_RS21950	0.392522102	0.263956766	0.271182111
G_AZC_RS11445	0.86678523	0.918845548	0.710635595
G_AZC_RS20590	0.23708958	0.312274272	0.333566989
G_AZC_RS20595	0.370713145	0.360776304	0.481585296
G_AZC_RS17365	1.542147311	1.492812307	1.505549327
G_AZC_RS05165	0.913889942	0.957698762	0.706634205
G_AZC_RS12990	0.62013022	0.603684869	0.687439076
G_AZC_RS20660	1.116917143	1.742350946	1.270784646
G_AZC_RS08165	0.716706916	0.618185404	0.478931838
G_AZC_RS00880	0.620674821	0.571499625	0.65438107
G_AZC_RS00875	0.451813792	0.629639933	0.431887239
G_AZC_RS11665	0.765816629	0.739828305	0.919228678
G_AZC_RS01015	0.217369726	0.310828499	0.353990182
G_AZC_RS15675	1.068543075	1.351757706	1.530561999
G_AZC_RS23880	1.242169314	1.203710026	1.127104466
G_AZC_RS19880	0.69716821	0.658937431	0.848750764
G_AZC_RS16160	0.63950323	0.477179875	0.684357069
G_AZC_RS06095	0.546766204	0.657233813	0.891773105
G_AZC_RS05985	1.141261116	1.372630072	1.45538974
G_AZC_RS05880	1.242843482	1.669249838	1.429553619
G_AZC_RS18745	0.566712379	1.05164601	0.639292968
G_AZC_RS05850	0.697089527	0.549237674	0.438668742
G_AZC_RS15755	2.497136101	1.603007903	1.473682944
G_AZC_RS20180	0.702469861	0.637460569	0.5553758
G_AZC_RS08795	0.489630619	0.363810206	0.554908654
G_AZC_RS11675	1.938645239	1.395997974	1.405942297
G_AZC_RS17435	0.949587086	0.958911254	0.883842228
G_AZC_RS17795	1.647374003	1.838728568	1.392395211
G_AZC_RS04735	0.620456628	0.559849266	0.595660105
G_AZC_RS10175	1.411963421	1.290407344	1.452479113
G_AZC_RS23375	0.758818766	0.616050557	0.867581115
G_AZC_RS11360	0.856487772	0.716902006	1.034077038
G_AZC_RS16050	0.902105454	1.295069114	1.127137662
G_AZC_RS09585	0.847039951	0.9970503	0.77194388
G_AZC_RS09390	1.223374065	0.970095043	1.013946411
G_AZC_RS17775	2.143555414	1.726261149	1.240369162
G_AZC_RS17770	1.226938156	1.80347774	1.417848493
G_AZC_RS17760	3.443118731	3.388724868	2.699294326
G_AZC_RS17755	3.368095288	3.814207154	2.979715711
G_AZC_RS17765	2.824479986	1.866074559	2.314779638
G_AZC_RS22990	1.637170584	1.913027506	2.106501245
G_AZC_RS05250	1.799734375	2.321838095	1.95254973
G_AZC_RS01310	0.691584608	0.736526702	0.850119078
G_AZC_RS11935	1.385269738	1.263906132	1.311269947
G_AZC_RS06270	1.123556085	0.867122288	0.913812498
G_AZC_RS09855	0.734717747	0.598349591	0.674338616
G_AZC_RS13265	0.838618506	0.686413051	0.931304569
G_AZC_RS02820	0.71783906	0.682795472	0.73358567
G_AZC_RS09320	0.134360619	0.251483089	0.178958234
G_AZC_RS11735	0.475871429	0.75627073	0.612360304
G_AZC_RS11915	1.457507057	1.263165851	1.585707612
G_AZC_RS11740	0.785930407	0.798917097	0.908778443
G_AZC_RS19320	1.164472797	0.728120988	1.829015876
G_AZC_RS11745	0.966441729	0.756979615	1.155863505
G_AZC_RS00820	1.8110085	1.768718975	1.39876774
G_AZC_RS02555	0.379974814	0.324821014	0.460635277
G_AZC_RS01650	0.974084416	0.766675548	0.881698079
G_AZC_RS23110	0.662924123	0.735389879	0.686339017
G_AZC_RS23560	0.560985175	0.86658899	0.629474014
G_AZC_RS04840	6.007296206	3.316752584	5.246989249
G_AZC_RS04995	1.352889819	1.202618851	1.242585791
G_AZC_RS08915	1.594994609	1.452239451	1.789228234
G_AZC_RS08910	1.111817745	1.025190677	0.955737907
G_AZC_RS18795	0.802765484	0.829806994	0.930881569
G_AZC_RS08300	4.517767032	3.122663439	3.405640377
G_AZC_RS22785	1.849994426	1.935621208	1.852266935
G_AZC_RS14020	1.39051636	1.987585971	2.166556722
G_AZC_RS02340	0.963458207	1.058175215	0.932833254
G_AZC_RS02345	0.912735569	0.653720962	0.881145657
G_AZC_RS15745	0.822747748	0.741559594	0.886720461
G_AZC_RS06490	0.728371281	0.863394214	0.75366794
G_AZC_RS11655	1.017453931	1.416022778	1.121104835
G_AZC_RS12080	0.870274076	1.050717639	0.953962403
G_AZC_RS07650	0.327860791	0.380535095	0.401710148
G_AZC_RS12205	1.271220774	1.103806181	1.253080928
G_AZC_RS13035	0.239801029	0.35064165	0.326990779
G_AZC_RS00785	1.150231964	1.073671033	1.083984006
G_AZC_RS01335	0.889243466	1.548752291	0.967959558
G_AZC_RS19080	0.40127513	0.443044319	0.47280162
G_AZC_RS22220	0.566746165	0.5813084	0.652058472
G_AZC_RS07965	0.748441983	0.587090781	0.886516436
G_AZC_RS00005	0.585126825	0.568968764	0.722746834
G_AZC_RS18010	1.178194364	1.16181673	1.118565509
G_AZC_RS23660	0.530914356	0.390488904	0.566475142
G_AZC_RS23070	0.336402954	0.520063361	0.450829288
G_AZC_RS23060	0.382112987	0.382127217	0.446640084
G_AZC_RS10345	0.622274102	0.722429596	0.881302552
G_AZC_RS09580	0.694070051	1.218382346	0.909371877
G_AZC_RS09670	0.785399028	0.577228893	0.986608455
G_AZC_RS12300	1.776353116	1.77656241	2.03954361
G_AZC_RS12295	2.557806743	2.478010975	2.984630194
